,Airport Name,Aircraft Make Model,Effect Amount of damage,Flight Date,Aircraft Airline Operator,Origin State,Phase of flight,Wildlife Size,Wildlife Species,Time of day,Cost Other,Cost Repair,Cost Total $,Speed IAS in knots,latitude,longitude,Count
1548,AUSTIN-BERGSTROM INTL,B-737-200,None,10/2/1992,SOUTHWEST AIRLINES,Texas,Descent,Small,Unknown bird - small,Night,0,0,0,250.0,30.1975,-97.6664,144
1549,PORTLAND INTL (OR),B-757-200,None,10/3/1992,UPS AIRLINES,Oregon,Approach,Small,Unknown bird - small,Dawn,0,0,0,140.0,45.5898,-122.5951,245
1550,DALLAS/FORT WORTH INTL ARPT,B-727-200,None,10/3/1992,AMERICAN AIRLINES,Texas,Descent,Small,Unknown bird - small,Day,0,0,0,250.0,32.8998,-97.0403,908
1551,CHICAGO O'HARE INTL ARPT,B-727,None,10/4/1992,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,170.0,41.9803,-87.909,430
1552,DALLAS/FORT WORTH INTL ARPT,B-727-200,None,10/4/1992,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140.0,32.8998,-97.0403,908
1553,SAN ANTONIO INTL,MD-82,None,10/4/1992,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140.0,29.5312,-98.4683,158
1554,SALT LAKE CITY INTL,B-757-200,Substantial,10/5/1992,UPS AIRLINES,Utah,Climb,Medium,Unknown bird - medium,Night,0,0,0,185.0,40.7899,-111.9791,236
1555,BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,10/5/1992,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,200.0,32.5019,-93.6571,435
1556,CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,None,10/5/1992,US AIRWAYS*,North Carolina,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0,35.2144,-80.9473,269
1557,NASHVILLE INTL,B-737-300,None,10/5/1992,SOUTHWEST AIRLINES,Tennessee,Climb,Medium,Unknown bird - medium,Night,0,0,0,140.0,36.1263,-86.6774,297
1558,SALT LAKE CITY INTL,DC-8,None,10/5/1992,UPS AIRLINES,Utah,Descent,Medium,Unknown bird - medium,Night,0,0,0,,40.7899,-111.9791,236
1559,DALLAS/FORT WORTH INTL ARPT,MD-82,None,10/5/1992,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,130.0,32.8998,-97.0403,908
1560,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,EMB-120,None,10/5/1992,COMAIR AIRLINES,Kentucky,Take-off run,Small,Rock pigeon,Day,0,0,0,100.0,39.0508,-84.6673,263
1561,GREATER PITTSBURGH,MD-82,None,10/5/1992,AMERICAN AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,,40.3565,-79.9193,289
1562,METRO OAKLAND INTL,DC-8-61,None,10/6/1992,ABX AIR,California,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,,37.7126,-122.2197,106
1563,BARKSDALE AIR FORCE BASE ARPT,KC-135,None,10/6/1992,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,100.0,32.5019,-93.6571,435
1564,BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,10/6/1992,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,160.0,32.5019,-93.6571,435
1565,JOHN F KENNEDY INTL,L-1011,None,10/6/1992,TRANS WORLD AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,,40.6413,-73.7781,216
1566,SALT LAKE CITY INTL,DC-8-70,None,10/6/1992,UPS AIRLINES,Utah,Descent,Medium,Unknown bird - medium,Night,0,0,0,250.0,40.7899,-111.9791,236
1567,NASHVILLE INTL,B-737-200,None,10/6/1992,SOUTHWEST AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,120.0,36.1263,-86.6774,297
1568,CHARLESTON AFB/INTL ARPT,C-141B,None,10/7/1992,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,180.0,32.894268,-80.038159,242
1569,GREATER PITTSBURGH,B-737-300,None,10/8/1992,US AIRWAYS*,Pennsylvania,Approach,Medium,Unknown bird - medium,Day,0,0,0,,40.3565,-79.9193,289
1570,DALLAS/FORT WORTH INTL ARPT,DC-10-10,None,10/8/1992,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,135.0,32.8998,-97.0403,908
1571,LOS ANGELES INTL,B-727,None,10/8/1992,UNITED AIRLINES,California,Landing Roll,Small,Mourning dove,Day,0,0,0,135.0,33.9416,-118.4085,166
1572,SAN ANTONIO INTL,B-727-200,None,10/8/1992,AMERICAN AIRLINES,Texas,Descent,Small,Unknown bird - small,Night,0,0,0,280.0,29.5312,-98.4683,158
1573,HONOLULU INTL ARPT,B-737-200,Minor,10/9/1992,ALOHA AIRLINES,Hawaii,Take-off run,Medium,Unknown bird - medium,Dawn,0,1650,1650,110.0,21.3186,-157.9253,135
1574,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,None,10/9/1992,DELTA AIR LINES,Kentucky,Climb,Small,Unknown bird - small,Day,0,0,0,100.0,39.0508,-84.6673,263
1575,ATLANTA INTL,B-727-200,None,10/9/1992,AMERICAN AIRLINES,Georgia,Approach,Small,Unknown bird - small,Night,0,0,0,140.0,33.6407,-84.4277,211
1576,MINNEAPOLIS-ST PAUL INTL,MD-82,None,10/9/1992,AMERICAN AIRLINES,Minnesota,Approach,Small,Unknown bird - small,Night,0,0,0,140.0,44.8848,-93.2223,103
1577,DALLAS/FORT WORTH INTL ARPT,B-727-200,None,10/10/1992,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,210.0,32.8998,-97.0403,908
1578,DALLAS/FORT WORTH INTL ARPT,MD-80,None,10/11/1992,AMERICAN AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Night,0,0,0,,32.8998,-97.0403,908
1579,DALLAS/FORT WORTH INTL ARPT,DC-10-10,None,10/11/1992,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Dawn,0,0,0,136.0,32.8998,-97.0403,908
1580,CHICAGO O'HARE INTL ARPT,B-727,None,10/11/1992,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,140.0,41.9803,-87.909,430
1581,NASHVILLE INTL,MD-80,None,10/11/1992,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,200.0,36.1263,-86.6774,297
1582,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-737,None,10/12/1992,DELTA AIR LINES,Kentucky,Take-off run,Small,European starling,Day,0,0,0,100.0,39.0508,-84.6673,263
1583,SAN ANTONIO INTL,B-727-200,None,10/12/1992,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,170.0,29.5312,-98.4683,158
1584,LAGUARDIA NY,B-757-200,None,10/13/1992,DELTA AIR LINES,New York,Climb,Large,Unknown bird - large,Day,0,0,0,180.0,40.7769,-73.874,175
1585,HOUSTON-HOBBY,B-737-500,None,10/13/1992,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,130.0,29.6459,-95.2769,151
1586,MEMPHIS INTL,B-727-100,None,10/13/1992,FEDEX EXPRESS,Tennessee,Climb,Small,Unknown bird - small,Night,0,0,0,140.0,35.1495,-90.049,272
1587,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-737-200,None,10/14/1992,US AIRWAYS*,Kentucky,Take-off run,Small,Unknown bird - small,Day,0,0,0,,39.0508,-84.6673,263
1588,CHICAGO O'HARE INTL ARPT,B-737,None,10/15/1992,UNITED AIRLINES,Illinois,Take-off run,Small,Unknown bird - small,Day,0,0,0,,41.9803,-87.909,430
1589,NASHVILLE INTL,B-737-200,None,10/15/1992,SOUTHWEST AIRLINES,Tennessee,Take-off run,Small,Unknown bird - small,Day,0,0,0,120.0,36.1263,-86.6774,297
1590,CHICAGO O'HARE INTL ARPT,MD-80,None,10/16/1992,AMERICAN AIRLINES,Illinois,Approach,Medium,American crow,Day,0,0,0,,41.9803,-87.909,430
1591,BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,10/16/1992,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,167.0,32.5019,-93.6571,435
1592,DALLAS/FORT WORTH INTL ARPT,MD-80,None,10/16/1992,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,250.0,32.8998,-97.0403,908
1593,ATLANTIC CITY INTL,DC-9-30,None,10/16/1992,SPIRIT AIRLINES,New Jersey,Landing Roll,Small,Eastern meadowlark,Day,0,0,0,,39.4528,-74.5714,86
1594,DALLAS/FORT WORTH INTL ARPT,B-757-200,None,10/16/1992,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,180.0,32.8998,-97.0403,908
1595,SAN ANTONIO INTL,BE-55  BARON,Minor,10/17/1992,PRIVATELY OWNED,Texas,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,,29.5312,-98.4683,158
1596,JOHN F KENNEDY INTL,DC-10-10,None,10/17/1992,AMERICAN AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0,40.6413,-73.7781,216
1597,JOHN F KENNEDY INTL,B-737,None,10/17/1992,BUSINESS,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,,40.6413,-73.7781,216
1598,DALLAS/FORT WORTH INTL ARPT,MD-80,None,10/18/1992,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,,32.8998,-97.0403,908
1599,DALLAS/FORT WORTH INTL ARPT,MD-80,None,10/18/1992,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,200.0,32.8998,-97.0403,908
1600,DALLAS/FORT WORTH INTL ARPT,MD-80,None,10/19/1992,AMERICAN AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,,32.8998,-97.0403,908
1601,BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,10/19/1992,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,150.0,32.5019,-93.6571,435
1602,LIHUE ARPT,B-737-200,None,10/19/1992,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Unknown bird - small,Day,0,0,0,120.0,21.9788,-159.3438,217
1603,LIHUE ARPT,B-737,None,10/20/1992,ALOHA AIRLINES,Hawaii,Take-off run,Small,Unknown bird - small,Dawn,0,0,0,,21.9788,-159.3438,217
1604,LAGUARDIA NY,DC-9,None,10/21/1992,AIR CANADA,New York,Climb,Medium,Unknown bird - medium,Day,0,0,0,,40.7769,-73.874,175
1605,BARKSDALE AIR FORCE BASE ARPT,KC-135,None,10/21/1992,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,152.0,32.5019,-93.6571,435
1606,GREATER PITTSBURGH,DC-9-30,Minor,10/22/1992,US AIRWAYS*,Pennsylvania,Climb,Large,Unknown bird - large,Night,0,0,0,250.0,40.3565,-79.9193,289
1607,LOUISVILLE INTL ARPT,B-757-200,None,10/22/1992,UPS AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,190.0,38.186,-85.7412,272
1608,LAGUARDIA NY,B-727,None,10/22/1992,AMERICAN AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,160.0,40.7769,-73.874,175
1609,GREATER PITTSBURGH,SAAB-340,Minor,10/22/1992,CHAUTAUQUA AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,170.0,40.3565,-79.9193,289
1610,CHARLOTTE/DOUGLAS INTL ARPT,B-737-200,None,10/22/1992,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Night,0,0,0,150.0,35.2144,-80.9473,269
1611,NEWARK LIBERTY INTL ARPT,DC-9,None,10/22/1992,US AIRWAYS*,New Jersey,Approach,Small,Unknown bird - small,Night,0,0,0,170.0,40.6895,-74.1745,206
1612,JOHN F KENNEDY INTL,B-747-400,Substantial,10/24/1992,JAPAN AIRLINES,New York,Take-off run,Medium,Herring gull,Day,0,1237569,1237569,,40.6413,-73.7781,216
1613,PHILADELPHIA INTL,B-757-200,None,10/24/1992,DELTA AIR LINES,Pennsylvania,Climb,Small,Rock pigeon,Day,0,0,0,,39.8729,-75.2437,225
1614,NEW ORLEANS INTL,B-737-300,None,10/24/1992,UNITED AIRLINES,Louisiana,Take-off run,Small,Cattle egret,Day,0,0,0,,29.9911,-90.2592,183
1615,GREATER PITTSBURGH,B-737,None,10/25/1992,US AIRWAYS*,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,115.0,40.3565,-79.9193,289
1616,JOHN F KENNEDY INTL,MD-80,None,10/26/1992,TRANS WORLD AIRLINES,New York,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,,40.6413,-73.7781,216
1617,NEWARK LIBERTY INTL ARPT,DC-9-30,None,10/26/1992,AIR CANADA,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,150.0,40.6895,-74.1745,206
1618,INDIANAPOLIS INTL,FOKKER F100,None,10/26/1992,AMERICAN AIRLINES,Indiana,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0,39.7169,-86.2956,144
1619,BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,10/26/1992,MILITARY,Louisiana,Climb,Medium,Unknown bird or bat,Night,0,0,0,150.0,32.5019,-93.6571,435
1620,DALLAS/FORT WORTH INTL ARPT,MD-80,None,10/27/1992,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0,32.8998,-97.0403,908
1621,BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,10/27/1992,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Night,0,0,0,125.0,32.5019,-93.6571,435
1622,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727,None,10/27/1992,DELTA AIR LINES,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,140.0,39.0508,-84.6673,263
1623,JOHN F KENNEDY INTL,B-767,None,10/27/1992,UNITED AIRLINES,New York,Landing Roll,Small,Barn owl,Night,0,0,0,,40.6413,-73.7781,216
1624,MEMPHIS INTL,MD-80,None,10/28/1992,AMERICAN AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,200.0,35.1495,-90.049,272
1625,NASHVILLE INTL,FOKKER F100,None,10/28/1992,AMERICAN AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,230.0,36.1263,-86.6774,297
1626,GEORGE BUSH INTERCONTINENTAL,EMB-120,None,10/30/1992,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,,29.9902,-95.3368,134
1627,SACRAMENTO INTL,B-737-300,Minor,10/31/1992,SOUTHWEST AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,200.0,38.575764,-121.478851,352
1628,HONOLULU INTL ARPT,DC-9-50,Minor,10/31/1992,HAWAIIAN AIR,Hawaii,Approach,Small,Unknown bird - small,Dawn,0,0,0,175.0,21.3186,-157.9253,135
1629,FORT LAUDERDALE/HOLLYWOOD INTL,C-402,None,10/31/1992,BUSINESS,Florida,Approach,Small,Unknown bird - small,Day,0,0,0,,26.0742,-80.1506,93
1630,PHILADELPHIA INTL,MD-80,None,10/31/1992,US AIRWAYS*,Pennsylvania,Climb,Small,Unknown bird - small,Day,0,0,0,170.0,39.8729,-75.2437,225
1631,MINETA SAN JOSE INTL,B-757-200,None,10/31/1992,AMERICAN AIRLINES,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,80.0,37.3639,-121.9289,120
1632,NEWARK LIBERTY INTL ARPT,B-757-200,None,11/1/1992,AMERICAN AIRLINES,New Jersey,Descent,Medium,Unknown bird - medium,Night,0,0,0,250.0,40.6895,-74.1745,206
1633,BALTIMORE WASH INTL,DC-9-30,None,11/3/1992,US AIRWAYS*,Maryland,Approach,Medium,Unknown bird - medium,Night,0,0,0,145.0,39.17329,-76.68408,201
1634,BALTIMORE WASH INTL,B-737-300,None,11/3/1992,US AIRWAYS*,Maryland,Approach,Medium,Unknown bird - medium,Night,0,0,0,170.0,39.17329,-76.68408,201
1635,BALTIMORE WASH INTL,FOKKER F28 MK 1000,None,11/3/1992,US AIRWAYS*,Maryland,Approach,Medium,Unknown bird - medium,Night,0,0,0,250.0,39.17329,-76.68408,201
1636,LAGUARDIA NY,B-727-100,None,11/4/1992,AMERICAN AIRLINES,New York,Climb,Medium,Unknown bird - medium,Night,0,0,0,150.0,40.7769,-73.874,175
1637,CHICAGO O'HARE INTL ARPT,FOKKER F100,None,11/4/1992,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,160.0,41.9803,-87.909,430
1638,SACRAMENTO INTL,MD-82,Minor,11/5/1992,AMERICAN AIRLINES,California,Descent,Medium,Unknown bird - medium,Night,0,0,0,180.0,38.575764,-121.478851,352
1639,WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,Minor,11/6/1992,ATLANTIC COAST AIRLINES,DC,Approach,Large,Canada goose,Day,0,0,0,170.0,38.9531,-77.4565,256
1640,ORLANDO INTL,B-737-200,None,11/6/1992,US AIRWAYS*,Florida,Take-off run,Small,Cattle egret,Day,0,0,0,180.0,28.4179,-81.3041,153
1641,PHILADELPHIA INTL,DC-9-30,None,11/7/1992,US AIRWAYS*,Pennsylvania,Descent,Medium,Unknown bird - medium,Night,0,0,0,,39.8729,-75.2437,225
1642,DALLAS/FORT WORTH INTL ARPT,MD-88,None,11/9/1992,DELTA AIR LINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0,32.8998,-97.0403,908
1643,NASHVILLE INTL,MD-82,None,11/9/1992,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,125.0,36.1263,-86.6774,297
1644,SALT LAKE CITY INTL,B-737-200,Minor,11/10/1992,DELTA AIR LINES,Utah,Climb,Medium,Unknown bird - medium,Night,0,0,0,190.0,40.7899,-111.9791,236
1645,SALT LAKE CITY INTL,B-767,None,11/10/1992,DELTA AIR LINES,Utah,Approach,Medium,Unknown bird - medium,Night,0,0,0,,40.7899,-111.9791,236
1646,ORLANDO INTL,MD-80,None,11/11/1992,DELTA AIR LINES,Florida,Approach,Large,Turkey vulture,Day,0,0,0,,28.4179,-81.3041,153
1647,CHARLESTON AFB/INTL ARPT,C-141,None,11/12/1992,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,120.0,32.894268,-80.038159,242
1648,BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,11/12/1992,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,200.0,32.5019,-93.6571,435
1649,MINNEAPOLIS-ST PAUL INTL,MD-82,None,11/15/1992,AMERICAN AIRLINES,Minnesota,Approach,Large,Canada goose,Day,0,0,0,133.0,44.8848,-93.2223,103
1650,BALTIMORE WASH INTL,B-737-300,None,11/15/1992,US AIRWAYS*,Maryland,Approach,Medium,Unknown bird - medium,Night,0,0,0,200.0,39.17329,-76.68408,201
1651,LAGUARDIA NY,B-727-200,None,11/15/1992,AMERICAN AIRLINES,New York,Approach,Small,Unknown bird - small,Night,0,0,0,145.0,40.7769,-73.874,175
1652,HONOLULU INTL ARPT,DC-9-50,None,11/19/1992,HAWAIIAN AIR,Hawaii,Approach,Small,Unknown bird - small,Day,0,0,0,130.0,21.3186,-157.9253,135
1653,WILL ROGERS WORLD ARPT,BE-90  KING,Minor,11/20/1992,PRIVATELY OWNED,Oklahoma,Climb,Large,White-tailed deer,Night,0,0,0,,35.3931,-97.6006,83
1654,HOUSTON-HOBBY,MD-80,None,11/20/1992,CONTINENTAL AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,,29.6459,-95.2769,151
1655,DALLAS/FORT WORTH INTL ARPT,B-727,None,11/21/1992,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,,32.8998,-97.0403,908
1656,RONALD REAGAN WASHINGTON NATL,PA-31 NAVAJO,None,11/23/1992,BUSINESS,DC,Landing Roll,Medium,Ring-billed gull,Dawn,0,0,0,,38.8512,-77.0402,219
1657,CHICAGO O'HARE INTL ARPT,FOKKER F100,Substantial,11/24/1992,AMERICAN AIRLINES,Illinois,Approach,Small,Rock pigeon,Day,0,0,0,135.0,41.9803,-87.909,430
1658,RONALD REAGAN WASHINGTON NATL,MD-82,None,11/26/1992,US AIRWAYS*,DC,Approach,Medium,Unknown bird - medium,Day,0,0,0,130.0,38.8512,-77.0402,219
1659,JOHN F KENNEDY INTL,ATR-42,None,11/26/1992,AMERICAN EAGLE AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,,40.6413,-73.7781,216
1660,CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F100,None,11/26/1992,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,120.0,35.2144,-80.9473,269
1661,DALLAS/FORT WORTH INTL ARPT,MD-83,None,11/28/1992,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Dusk,0,0,0,125.0,32.8998,-97.0403,908
1662,LAGUARDIA NY,B-727-200,Minor,11/29/1992,UNITED AIRLINES,New York,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,,40.7769,-73.874,175
1663,PORT COLUMBUS INTL,A-320,None,11/29/1992,AMERICA WEST AIRLINES,Ohio,Approach,Small,Unknown bird - small,Day,0,0,0,120.0,39.9999,-82.8872,112
1664,DALLAS/FORT WORTH INTL ARPT,MD-80,None,11/30/1992,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,,32.8998,-97.0403,908
1665,DALLAS/FORT WORTH INTL ARPT,MD-82,None,11/30/1992,AMERICAN AIRLINES,Texas,Take-off run,Medium,Red-tailed hawk,Day,0,0,0,,32.8998,-97.0403,908
1666,LIHUE ARPT,DC-9-50,None,11/30/1992,HAWAIIAN AIR,Hawaii,Climb,Medium,Unknown bird - medium,Night,0,0,0,140.0,21.9788,-159.3438,217
1667,BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,12/1/1992,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Dawn,0,0,0,160.0,32.5019,-93.6571,435
1668,AUSTIN-BERGSTROM INTL,B-737-500,None,12/1/1992,SOUTHWEST AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,170.0,30.1975,-97.6664,144
1669,SEATTLE-TACOMA INTL,B-737-300,None,12/1/1992,UNITED AIRLINES,Washington,Climb,Medium,Unknown bird - medium,Day,0,0,0,,47.448,-122.3088,103
1670,NASHVILLE INTL,FOKKER F100,None,12/1/1992,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,140.0,36.1263,-86.6774,297
1671,LOUISVILLE INTL ARPT,B-727,None,12/3/1992,UPS AIRLINES,Kentucky,Approach,Small,Rock pigeon,Night,0,0,0,130.0,38.186,-85.7412,272
1672,SAN FRANCISCO INTL ARPT,B-737-300,Medium,12/4/1992,US AIRWAYS*,California,Climb,Large,Unknown bird - large,Night,0,0,0,220.0,37.6213,-122.379,146
1673,CHARLESTON AFB/INTL ARPT,C-141,None,12/4/1992,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,135.0,32.894268,-80.038159,242
1674,DALLAS/FORT WORTH INTL ARPT,MD-82,None,12/5/1992,AMERICAN AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Dawn,0,0,0,140.0,32.8998,-97.0403,908
1675,PHILADELPHIA INTL,B-757-200,None,12/15/1992,UNKNOWN,Pennsylvania,Take-off run,Large,White-tailed deer,Night,0,0,0,,39.8729,-75.2437,225
1676,DALLAS/FORT WORTH INTL ARPT,B-737-200,None,12/16/1992,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,135.0,32.8998,-97.0403,908
1677,NEW ORLEANS INTL,C-208,Medium,12/18/1992,BUSINESS,Louisiana,Approach,Large,Unknown bird - large,Night,8250,9901,18151,160.0,29.9911,-90.2592,183
1678,LOGAN INTL,B-727,None,12/18/1992,BUSINESS,Massachusetts,Take-off run,Medium,Unknown bird - medium,Dawn,0,0,0,,42.3656,-71.0096,146
1679,DALLAS/FORT WORTH INTL ARPT,DC-9,None,12/18/1992,NORTHWEST AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,,32.8998,-97.0403,908
1680,HONOLULU INTL ARPT,EC-135,None,12/19/1992,MILITARY,Hawaii,Landing Roll,Medium,Unknown bird or bat,Night,0,0,0,0.0,21.3186,-157.9253,135
1681,SAN FRANCISCO INTL ARPT,DC-10-40,None,12/20/1992,NORTHWEST AIRLINES,California,Approach,Small,Unknown bird - small,Day,0,0,0,150.0,37.6213,-122.379,146
1682,DALLAS/FORT WORTH INTL ARPT,MD-82,None,12/21/1992,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Dawn,0,0,0,133.0,32.8998,-97.0403,908
1683,ORLANDO INTL,EMB-120,Minor,12/22/1992,COMAIR AIRLINES,Florida,Climb,Large,Unknown bird - large,Day,0,0,0,180.0,28.4179,-81.3041,153
1684,DALLAS/FORT WORTH INTL ARPT,B-757-200,None,12/22/1992,AMERICAN AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,130.0,32.8998,-97.0403,908
1685,ORLANDO INTL,MD-82,None,12/22/1992,AMERICAN AIRLINES,Florida,Approach,Small,Unknown bird - small,Day,0,0,0,135.0,28.4179,-81.3041,153
1686,DALLAS/FORT WORTH INTL ARPT,B-757-200,None,12/23/1992,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,230.0,32.8998,-97.0403,908
1687,LAGUARDIA NY,B-767-300,None,12/27/1992,DELTA AIR LINES,New York,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,100.0,40.7769,-73.874,175
1688,NEW ORLEANS INTL,MD-88,None,12/27/1992,DELTA AIR LINES,Louisiana,Take-off run,Small,Mourning dove,Day,0,0,0,,29.9911,-90.2592,183
1689,RONALD REAGAN WASHINGTON NATL,MD-80,None,12/28/1992,TRANS WORLD AIRLINES,DC,Climb,Medium,Unknown bird - medium,Day,0,0,0,145.0,38.8512,-77.0402,219
1690,SAN FRANCISCO INTL ARPT,DC-10,None,12/28/1992,AMERICAN AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,150.0,37.6213,-122.379,146
1691,SACRAMENTO INTL,B-757-200,Substantial,1/2/1993,AMERICAN AIRLINES,California,Climb,Large,Unknown bird - large,Night,0,321433,321433,170.0,38.575764,-121.478851,352
1692,DALLAS/FORT WORTH INTL ARPT,B-727-200,None,1/5/1993,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,142.0,32.8998,-97.0403,908
1693,SACRAMENTO INTL,B-737-300,Minor,1/9/1993,UNITED AIRLINES,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,175.0,38.575764,-121.478851,352
1694,ORLANDO INTL,B-727-200,None,1/10/1993,AMERICAN AIRLINES,Florida,Climb,Large,Unknown bird - large,Day,0,0,0,200.0,28.4179,-81.3041,153
1695,MINETA SAN JOSE INTL,BA-31 JETSTR,Minor,1/10/1993,AMERICAN EAGLE AIRLINES,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0,37.3639,-121.9289,120
